Date,Open,High,Low,Close,Adj Close,Volume
2015-06-10,51.799999,52.860001,51.660000,52.689999,47.418293,8003600
2015-06-11,52.810001,53.000000,52.439999,52.490002,47.238312,6030200
2015-06-12,52.410000,52.740002,52.160000,52.630001,47.364307,5236700
2015-06-15,52.230000,52.459999,52.009998,52.270000,47.040325,5555000
2015-06-16,52.270000,53.139999,52.200001,52.970001,47.670288,6106500
2015-06-17,53.090000,53.470001,52.720001,53.240002,47.913277,6735300
2015-06-18,53.500000,54.279999,53.400002,54.110001,48.696224,10711000
2015-06-19,54.080002,54.439999,53.840000,53.930000,48.534241,10609700
2015-06-22,54.330002,54.430000,53.880001,53.900002,48.507236,7100700
2015-06-23,54.040001,54.180000,53.720001,54.119999,48.705223,5679000
2015-06-24,53.750000,53.970001,53.520000,53.709999,48.336243,5525000
2015-06-25,54.090000,54.450001,54.000000,54.070000,48.660229,5389900
2015-06-26,54.459999,54.750000,54.299999,54.619999,49.155201,6637200
2015-06-29,53.869999,54.389999,53.509998,53.549999,48.192257,6534100
2015-06-30,54.150002,54.299999,53.139999,53.619999,48.255253,9794000
2015-07-01,53.860001,54.209999,53.599998,53.889999,48.498238,6107700
2015-07-02,54.029999,54.700001,53.950001,54.240002,48.813221,5684700
2015-07-06,53.639999,54.410000,53.630001,54.310001,48.876209,5396400
2015-07-07,54.290001,54.540001,53.360001,54.380001,48.939213,9462300
2015-07-08,53.860001,54.020000,53.310001,53.389999,48.048260,8139300
2015-07-09,54.070000,54.500000,53.880001,54.049999,48.642223,7681000
2015-07-10,54.540001,54.730000,54.180000,54.570000,49.110207,8087800
2015-07-13,55.000000,55.889999,54.900002,55.700001,50.127144,7477200
2015-07-14,55.959999,56.060001,55.520000,55.750000,50.172131,7028000
2015-07-15,55.919998,55.950001,55.290001,55.340000,49.803169,8212600
2015-07-16,56.060001,56.160000,55.660000,55.740002,50.163151,7305500
2015-07-17,55.900002,55.900002,55.369999,55.689999,50.118141,8715400
2015-07-20,55.730000,56.740002,55.700001,56.209999,50.586121,8029600
2015-07-21,56.380001,56.470001,55.779999,56.200001,50.577129,6717500
2015-07-22,56.430000,56.869999,56.250000,56.689999,51.018097,6876100
2015-07-23,56.980000,57.000000,56.160000,56.560001,50.901100,12439200
2015-07-24,59.119999,59.310001,57.150002,57.290001,51.558064,14559700
2015-07-27,57.209999,57.470001,56.849998,56.980000,51.279079,8993500
2015-07-28,57.389999,57.400002,56.560001,57.139999,51.423069,8689200
2015-07-29,57.380001,57.799999,57.139999,57.509998,51.756050,8470500
2015-07-30,57.299999,58.150002,57.009998,58.060001,52.251030,7337900
2015-07-31,58.439999,58.439999,57.730000,57.930000,52.134033,6519500
2015-08-03,58.619999,58.959999,58.040001,58.189999,52.368015,7664000
2015-08-04,58.250000,58.720001,58.029999,58.700001,52.972645,9113100
2015-08-05,59.150002,59.320000,58.830002,59.009998,53.252399,7349100
2015-08-06,59.130001,59.200001,57.090000,57.230000,51.646069,11064500
2015-08-07,57.330002,57.360001,56.509998,57.200001,51.619003,7782000
2015-08-10,57.290001,57.630001,55.750000,56.270000,50.779739,12029200
2015-08-11,55.790001,56.439999,55.240002,56.349998,50.851936,8062600
2015-08-12,55.689999,56.400002,54.950001,56.380001,50.879009,10064400
2015-08-13,56.520000,57.250000,56.509998,56.849998,51.303139,6731500
2015-08-14,56.950001,57.119999,56.660000,57.099998,51.528751,4803900
2015-08-17,57.000000,57.759998,56.730000,57.740002,52.106316,5768400
2015-08-18,57.959999,58.060001,57.660000,57.830002,52.187534,5575400
2015-08-19,57.580002,58.080002,57.119999,57.590000,51.970963,6044200
2015-08-20,57.000000,57.150002,55.770000,55.810001,50.364628,7470900
2015-08-21,54.720001,54.860001,52.599998,52.840000,47.684402,20211500
2015-08-24,48.049999,52.669998,42.049999,50.340000,45.428337,27158800
2015-08-25,52.959999,53.610001,51.049999,51.090000,46.105152,19659000
2015-08-26,52.990002,54.150002,51.270000,53.959999,48.695133,15517600
2015-08-27,54.759998,56.209999,54.410000,55.950001,50.490967,15987900
2015-08-28,55.700001,56.310001,55.200001,55.630001,50.202187,7584800
2015-08-31,55.189999,55.470001,54.500000,54.709999,49.371948,7971200
2015-09-01,53.000000,54.360001,52.740002,53.500000,48.280003,13424900
2015-09-02,54.500000,55.290001,53.750000,55.259998,49.868286,9891100
2015-09-03,55.720001,55.759998,54.480000,54.689999,49.353897,7968900
2015-09-04,53.869999,54.570000,53.840000,54.279999,48.983906,6994300
2015-09-08,55.310001,55.450001,54.529999,55.209999,49.823166,8051700
2015-09-09,55.900002,56.000000,54.570000,54.689999,49.353897,8406700
2015-09-10,54.340000,55.689999,54.330002,55.369999,49.967552,8924800
2015-09-11,55.189999,56.540001,55.029999,56.529999,51.014370,8363100
2015-09-14,56.540001,56.910000,56.049999,56.290001,50.797794,5463900
2015-09-15,56.430000,57.209999,56.119999,56.910000,51.357285,6741300
2015-09-16,56.830002,57.349998,56.209999,57.259998,51.673145,6593400
2015-09-17,57.320000,58.099998,57.040001,57.279999,51.691204,7525300
2015-09-18,56.490002,57.630001,56.279999,56.840000,51.294125,16268000
2015-09-21,57.200001,57.840000,56.959999,57.540001,51.925827,6220100
2015-09-22,56.849998,57.250000,56.700001,57.119999,51.546814,8585100
2015-09-23,57.160000,57.930000,57.049999,57.790001,52.151436,6829200
2015-09-24,57.380001,58.540001,57.169998,58.369999,52.674843,10027300
2015-09-25,58.919998,58.959999,57.740002,57.990002,52.331917,10627000
2015-09-28,58.009998,58.430000,55.619999,55.770000,50.328529,11548100
2015-09-29,55.849998,56.299999,54.810001,55.720001,50.283405,9392100
2015-09-30,56.400002,56.900002,55.610001,56.840000,51.294125,9799600
2015-10-01,56.990002,57.500000,55.889999,57.480000,51.871681,8497100
2015-10-02,56.990002,58.090000,56.540001,58.080002,52.413139,9036800
2015-10-05,58.490002,59.180000,58.070000,59.040001,53.279480,8199000
2015-10-06,58.820000,59.139999,58.220001,58.689999,52.963619,5538000
2015-10-07,58.619999,58.830002,57.900002,58.779999,53.044838,8138300
2015-10-08,58.779999,59.709999,58.389999,59.459999,53.658501,6834800
2015-10-09,59.470001,60.110001,59.299999,60.070000,54.208977,7969900
2015-10-12,60.349998,60.889999,60.040001,60.540001,54.633118,6430300
2015-10-13,60.340000,60.750000,60.020000,60.160000,54.290195,6262800
2015-10-14,60.000000,60.169998,58.430000,58.820000,53.080940,8365600
2015-10-15,58.950001,59.830002,58.080002,59.689999,53.866051,9745900
2015-10-16,59.959999,60.290001,59.459999,59.930000,54.082634,12860800
2015-10-19,60.130001,61.290001,59.869999,60.970001,55.021164,8117200
2015-10-20,61.220001,61.360001,60.560001,60.880001,54.939945,6089100
2015-10-21,61.070000,61.119999,60.160000,60.529999,54.624081,6055300
2015-10-22,60.959999,61.709999,60.169998,61.490002,55.490421,9182000
2015-10-23,62.110001,62.799999,61.619999,62.610001,56.501144,8206000
2015-10-26,62.980000,63.840000,62.970001,63.430000,57.241135,9751700
2015-10-27,63.369999,63.410000,62.189999,62.709999,56.591389,8973200
2015-10-28,63.110001,63.520000,62.419998,63.509998,57.313328,9627300
2015-10-29,63.419998,63.500000,61.709999,62.500000,56.401878,14839100
2015-10-30,63.689999,64.000000,62.259998,62.570000,56.465054,16822300
2015-11-02,63.009998,63.099998,62.119999,62.240002,56.167252,8547200
2015-11-03,62.000000,62.980000,61.650002,62.799999,56.672607,8847700
2015-11-04,63.040001,63.040001,61.340000,61.959999,55.914566,9085100
2015-11-05,62.169998,62.459999,62.009998,62.279999,56.203342,6145000
2015-11-06,62.049999,62.240002,61.610001,61.970001,55.923588,6616300
2015-11-09,61.750000,61.970001,60.860001,61.340000,55.534283,6838300
2015-11-10,61.540001,62.320000,61.209999,62.180000,56.294781,6689000
2015-11-11,62.549999,62.570000,61.810001,61.869999,56.014130,4437300
2015-11-12,61.340000,61.650002,60.750000,61.070000,55.289845,6793800
2015-11-13,60.889999,61.349998,59.610001,59.740002,54.085724,8821600
2015-11-16,59.500000,60.689999,59.500000,60.680000,54.936752,8096600
2015-11-17,60.950001,61.560001,60.439999,60.549999,54.819057,6695300
2015-11-18,60.660000,61.869999,60.330002,61.799999,55.950741,7215300
2015-11-19,61.799999,61.930000,61.389999,61.459999,55.642929,5154400
2015-11-20,61.959999,62.150002,61.580002,61.990002,56.122768,8302500
2015-11-23,62.139999,63.189999,62.099998,62.639999,56.711235,8493500
2015-11-24,62.060001,62.369999,61.220001,61.959999,56.095608,7908200
2015-11-25,62.049999,62.500000,62.000000,62.189999,56.303837,4549900
2015-11-27,62.189999,62.380001,61.930000,62.180000,56.294781,2447900
2015-11-30,62.099998,62.290001,61.200001,61.389999,55.579552,9863800
2015-12-01,61.080002,61.680000,60.509998,61.369999,55.561443,10910800
2015-12-02,61.630001,61.709999,61.119999,61.220001,55.425652,6587500
2015-12-03,61.369999,61.450001,59.150002,59.549999,53.913712,12056100
2015-12-04,59.860001,61.869999,59.599998,61.750000,55.905487,9100600
2015-12-07,61.750000,61.950001,61.439999,61.889999,56.032223,5967800
2015-12-08,61.689999,62.430000,61.520000,62.160000,56.276676,6664900
2015-12-09,61.709999,62.540001,60.820000,61.180000,55.389427,8541600
2015-12-10,61.130001,62.139999,61.009998,61.869999,56.014130,6623900
2015-12-11,60.860001,61.189999,59.599998,59.820000,54.158154,11489300
2015-12-14,60.040001,60.139999,58.610001,59.919998,54.248692,13406100
2015-12-15,60.549999,60.680000,59.970001,59.980000,54.303001,7842100
2015-12-16,60.320000,60.500000,59.509998,60.349998,54.637993,9281800
2015-12-17,60.660000,60.830002,59.470001,59.520000,53.886555,9079400
2015-12-18,59.200001,59.500000,58.270000,58.619999,53.071728,18099500
2015-12-21,58.889999,59.619999,58.660000,59.540001,53.904652,7187500
2015-12-22,59.939999,60.070000,59.279999,59.990002,54.312073,6501400
2015-12-23,60.259998,60.369999,59.959999,60.340000,54.628937,4510200
2015-12-24,60.369999,60.509998,60.169998,60.320000,54.610821,2204300
