Date,Open,High,Low,Close,Adj Close,Volume
2015-06-10,102.199997,103.540001,101.550003,103.419998,97.162628,1115400
2015-06-11,103.459999,104.809998,103.440002,104.440002,98.120941,867200
2015-06-12,104.150002,104.330002,103.370003,103.699997,97.425705,874600
2015-06-15,103.150002,103.669998,102.370003,103.529999,97.265968,837900
2015-06-16,103.180000,104.059998,102.919998,103.949997,97.660568,753300
2015-06-17,104.360001,104.750000,103.739998,104.040001,97.745125,491800
2015-06-18,104.430000,105.669998,104.059998,105.400002,99.022820,697000
2015-06-19,105.309998,105.599998,104.739998,104.739998,98.402771,968200
2015-06-22,105.190002,106.169998,104.779999,105.849998,99.445610,627000
2015-06-23,106.230003,106.349998,104.940002,105.129997,98.769196,997300
2015-06-24,105.160004,105.209999,103.949997,103.949997,97.660568,875600
2015-06-25,103.980003,104.330002,103.199997,103.320000,97.068703,868300
2015-06-26,103.839996,104.300003,103.440002,103.599998,97.331741,1761100
2015-06-29,102.879997,103.209999,100.480003,100.610001,94.522644,1046400
2015-06-30,101.360001,101.989998,100.440002,100.449997,94.372314,1223200
2015-07-01,101.309998,101.889999,100.800003,101.449997,95.311829,1039100
2015-07-02,101.970001,102.230003,101.199997,102.080002,95.903725,1321500
2015-07-06,100.839996,102.379997,100.839996,101.610001,95.462166,1405200
2015-07-07,101.760002,102.120003,100.620003,101.239998,95.114532,3208800
2015-07-08,100.910004,101.330002,99.959999,100.269997,94.203232,2172700
2015-07-09,101.220001,102.110001,100.519997,100.889999,94.785698,1173500
2015-07-10,102.500000,103.379997,101.889999,103.160004,96.918381,2999300
2015-07-13,104.010002,104.570000,103.389999,103.750000,97.472664,1517200
2015-07-14,103.900002,104.559998,103.139999,104.379997,98.064552,915300
2015-07-15,104.559998,105.129997,103.980003,104.639999,98.308823,881600
2015-07-16,105.629997,105.690002,104.970001,105.279999,98.910080,732100
2015-07-17,105.410004,105.410004,104.150002,104.779999,98.440338,723400
2015-07-20,104.830002,105.970001,104.779999,105.860001,99.455009,1014700
2015-07-21,106.000000,106.040001,105.080002,105.940002,99.530174,1344000
2015-07-22,105.779999,106.440002,105.370003,106.389999,99.952911,1120100
2015-07-23,106.589996,107.500000,106.300003,106.500000,100.056290,1118800
2015-07-24,106.339996,106.980003,105.440002,105.580002,99.191956,707900
2015-07-27,104.339996,104.449997,98.580002,99.589996,93.564369,3793300
2015-07-28,100.480003,100.669998,97.379997,98.400002,92.446358,2478700
2015-07-29,98.519997,101.650002,98.239998,101.480003,95.340027,2266000
2015-07-30,101.510002,102.910004,101.400002,102.839996,96.617722,1807900
2015-07-31,103.419998,103.660004,101.680000,101.750000,95.593681,1143200
2015-08-03,101.669998,101.760002,100.089996,101.220001,95.095757,1020500
2015-08-04,101.330002,101.910004,100.839996,101.089996,94.973618,872200
2015-08-05,101.500000,102.300003,101.169998,101.599998,95.452759,715900
2015-08-06,101.860001,102.349998,100.010002,100.599998,94.513268,1004100
2015-08-07,100.449997,101.070000,99.970001,100.720001,94.626022,561000
2015-08-10,101.849998,103.570000,101.559998,103.349998,97.096878,1005700
2015-08-11,102.349998,103.160004,101.510002,102.220001,96.035255,891900
2015-08-12,100.730003,101.900002,99.239998,101.430000,95.293030,1215900
2015-08-13,106.610001,106.610001,100.110001,101.190002,95.067581,712700
2015-08-14,100.750000,101.879997,100.589996,101.699997,95.546700,1086700
2015-08-17,101.300003,102.839996,100.750000,102.760002,96.542580,662100
2015-08-18,102.739998,103.160004,102.400002,102.550003,96.345268,901500
2015-08-19,101.940002,103.250000,100.860001,102.570000,96.364075,991200
2015-08-20,101.190002,101.830002,100.199997,100.300003,94.231438,1122100
2015-08-21,99.480003,99.580002,96.449997,96.480003,90.642548,1702600
2015-08-24,91.000000,96.260002,90.500000,92.610001,87.305305,2590900
2015-08-25,97.500000,97.529999,93.150002,93.190002,87.852089,3421300
2015-08-26,95.209999,96.580002,92.800003,96.269997,90.755669,1701800
2015-08-27,97.190002,99.169998,96.949997,99.089996,93.414124,1899100
2015-08-28,98.360001,99.599998,97.849998,99.449997,93.753494,1371800
2015-08-31,99.160004,99.160004,96.930000,96.989998,91.434418,1348600
2015-09-01,94.470001,95.250000,92.129997,92.769997,87.456123,1610600
2015-09-02,94.070000,95.250000,92.230003,93.660004,88.295151,1486800
2015-09-03,93.940002,94.860001,93.260002,93.739998,88.370575,995300
2015-09-04,93.260002,93.720001,92.360001,93.180000,87.842651,1497500
2015-09-08,94.809998,96.309998,93.760002,96.160004,90.651955,840400
2015-09-09,96.910004,97.300003,92.830002,93.110001,87.776672,1638900
2015-09-10,92.690002,94.089996,92.570000,93.540001,88.182037,1377200
2015-09-11,93.120003,94.639999,92.550003,94.570000,89.153046,1152900
2015-09-14,94.489998,94.760002,92.209999,92.790001,87.475006,1516800
2015-09-15,93.400002,95.309998,92.970001,94.900002,89.464149,1086900
2015-09-16,94.820000,95.309998,94.260002,94.660004,89.237885,963100
2015-09-17,94.820000,95.489998,93.790001,94.059998,88.672256,1483600
2015-09-18,92.870003,93.540001,91.989998,92.220001,86.937653,1720300
2015-09-21,93.169998,94.320000,92.449997,92.699997,87.390160,1275800
2015-09-22,92.000000,92.080002,90.430000,91.239998,86.013763,1458000
2015-09-23,90.980003,91.870003,90.559998,91.129997,85.910080,903900
2015-09-24,90.180000,90.940002,88.680000,89.199997,84.090622,1501000
2015-09-25,90.279999,90.459999,88.879997,89.139999,84.034088,1242700
2015-09-28,88.339996,88.830002,85.410004,85.529999,80.630859,1527800
2015-09-29,85.830002,86.239998,84.639999,85.400002,80.508286,1625500
2015-09-30,86.570000,86.669998,85.040001,86.500000,81.545280,2085000
2015-10-01,86.440002,88.459999,86.220001,88.389999,83.327019,2114100
2015-10-02,86.629997,89.370003,86.099998,89.320000,84.203773,1112900
2015-10-05,90.169998,90.660004,89.620003,90.389999,85.212463,831700
2015-10-06,89.879997,90.209999,88.230003,89.160004,84.052933,1321400
2015-10-07,89.500000,90.059998,88.400002,88.910004,83.817261,1503700
2015-10-08,88.699997,89.839996,88.480003,89.580002,84.448875,753400
2015-10-09,89.449997,90.269997,88.860001,89.739998,84.599701,867600
2015-10-12,89.529999,90.459999,89.349998,90.230003,85.061646,625200
2015-10-13,89.629997,91.220001,89.400002,90.230003,85.061646,1226500
2015-10-14,90.459999,91.870003,90.379997,90.919998,85.712105,1360700
2015-10-15,91.449997,93.160004,91.139999,93.099998,87.767242,1257100
2015-10-16,93.459999,93.580002,92.290001,92.650002,87.343040,984900
2015-10-19,92.500000,93.129997,92.160004,93.059998,87.729523,696100
2015-10-20,93.019997,93.449997,92.760002,93.029999,87.701241,695700
2015-10-21,93.559998,93.739998,91.820000,91.940002,86.673691,865900
2015-10-22,92.550003,93.669998,92.370003,93.160004,87.823807,1046700
2015-10-23,93.730003,95.430000,93.199997,95.389999,89.926079,1083600
2015-10-26,95.370003,95.639999,94.320000,94.870003,89.435852,769200
2015-10-27,94.250000,94.919998,93.339996,93.949997,88.568565,791000
2015-10-28,94.070000,96.209999,92.919998,93.980003,88.596832,1874800
2015-10-29,93.980003,94.529999,93.339996,94.260002,88.860786,982400
2015-10-30,94.180000,94.769997,92.570000,92.639999,87.333580,1840800
2015-11-02,93.139999,93.139999,91.449997,92.250000,86.965912,2906100
2015-11-03,97.000000,97.750000,92.550003,97.709999,92.113182,2535100
2015-11-04,98.230003,98.230003,96.849998,97.300003,91.726669,2208400
2015-11-05,97.430000,97.860001,96.540001,97.589996,92.000046,1053700
2015-11-06,97.959999,98.779999,97.480003,98.669998,93.018188,1613300
2015-11-09,98.269997,98.709999,95.940002,96.269997,90.755669,900900
2015-11-10,96.349998,96.389999,95.639999,96.180000,90.670837,967700
2015-11-11,96.389999,97.500000,96.029999,96.980003,91.424995,1021200
2015-11-12,96.260002,96.529999,95.250000,95.680000,90.199455,952100
2015-11-13,95.620003,95.779999,94.430000,94.699997,89.275574,1852400
2015-11-16,94.440002,95.650002,93.809998,95.300003,89.841232,1744700
2015-11-17,95.239998,96.150002,95.040001,95.199997,89.746948,1851600
2015-11-18,95.239998,96.040001,95.019997,95.750000,90.265442,1745100
2015-11-19,95.800003,96.519997,95.529999,96.389999,90.868790,1023000
2015-11-20,96.849998,97.489998,95.820000,96.889999,91.340157,1711200
2015-11-23,96.360001,96.410004,95.089996,95.989998,90.800972,1242500
2015-11-24,95.120003,97.279999,94.940002,96.879997,91.642845,1475600
2015-11-25,96.769997,97.419998,96.199997,96.879997,91.642845,735600
2015-11-27,96.930000,97.099998,96.070000,96.849998,91.614479,245400
2015-11-30,97.209999,97.389999,96.339996,96.470001,91.255020,1427600
2015-12-01,97.250000,97.599998,95.989998,97.470001,92.200958,1261100
2015-12-02,97.250000,98.029999,96.910004,97.419998,92.153671,1204600
2015-12-03,97.550003,98.000000,95.089996,95.750000,90.573952,1454300
2015-12-04,96.139999,98.379997,95.730003,98.330002,93.014458,1094900
2015-12-07,97.400002,98.010002,96.150002,97.019997,91.775276,1099500
2015-12-08,96.320000,96.739998,95.550003,95.839996,90.659088,1222200
2015-12-09,95.330002,96.349998,94.309998,94.449997,89.344208,1425900
2015-12-10,94.599998,95.510002,94.199997,95.059998,89.921242,905800
2015-12-11,93.730003,94.419998,92.580002,92.669998,87.660423,2022200
2015-12-14,92.730003,94.470001,92.260002,94.410004,89.306381,1518500
2015-12-15,95.379997,95.760002,94.570000,95.120003,89.977997,1599700
2015-12-16,95.500000,96.599998,95.000000,96.519997,91.302315,1704400
2015-12-17,96.860001,96.919998,95.180000,95.320000,90.167175,1497700
2015-12-18,94.610001,94.610001,93.349998,93.860001,88.786118,2471400
2015-12-21,94.410004,95.190002,94.029999,95.160004,90.015854,837000
2015-12-22,95.650002,96.269997,94.320000,95.900002,90.715828,748600
2015-12-23,96.250000,97.989998,95.980003,97.980003,92.683388,760800
2015-12-24,97.870003,97.980003,97.080002,97.489998,92.219902,343200
2015-12-28,97.300003,97.699997,96.519997,97.470001,92.200958,612300
2015-12-29,98.000000,100.250000,97.629997,100.000000,94.594185,1193800
2015-12-30,99.650002,101.269997,99.230003,99.860001,94.461769,1131800
2015-12-31,99.459999,100.000000,98.570000,98.580002,93.250931,700700
2016-01-04,96.559998,96.639999,93.629997,94.800003,89.675293,2145300
2016-01-05,94.519997,95.269997,94.120003,95.120003,89.977997,1049900
2016-01-06,93.959999,95.139999,93.639999,94.080002,88.994209,840100
2016-01-07,92.610001,92.720001,89.690002,91.120003,86.194221,1819500
2016-01-08,91.510002,91.809998,88.339996,88.510002,83.725319,1451700
2016-01-11,89.120003,89.250000,87.500000,88.470001,83.687477,1196100
2016-01-12,88.930000,89.669998,87.650002,88.720001,83.923981,1386300
2016-01-13,88.879997,89.300003,83.809998,84.370003,79.809113,1652800
2016-01-14,84.870003,85.540001,83.080002,84.900002,80.310471,1707800
2016-01-15,83.099998,83.540001,81.589996,83.220001,78.721298,1881800
2016-01-19,84.720001,85.220001,82.470001,83.330002,78.825356,1513500
2016-01-20,81.820000,83.589996,79.639999,82.510002,78.049675,1596800
