Date,Open,High,Low,Close,Adj Close,Volume
2015-06-10,87.680000,89.339996,87.629997,88.940002,82.303864,612800
2015-06-11,89.430000,90.470001,89.430000,90.110001,83.386566,633500
2015-06-12,89.330002,90.489998,89.330002,90.190002,83.460609,780100
2015-06-15,89.570000,90.589996,89.309998,90.309998,83.571640,833800
2015-06-16,90.190002,91.580002,90.190002,91.129997,84.330444,615600
2015-06-17,91.550003,92.269997,91.220001,91.730003,84.885681,728500
2015-06-18,92.070000,93.940002,92.070000,92.949997,86.014648,668200
2015-06-19,93.059998,93.470001,92.260002,92.440002,85.542709,876300
2015-06-22,93.040001,93.529999,92.639999,93.050003,86.107193,553800
2015-06-23,93.279999,93.989998,92.830002,92.889999,85.959137,493000
2015-06-24,92.599998,93.180000,91.629997,91.879997,85.024506,411600
2015-06-25,92.120003,92.860001,91.400002,92.699997,85.783302,584500
2015-06-26,92.940002,93.620003,92.360001,92.750000,85.829567,708900
2015-06-29,92.099998,92.510002,90.010002,90.099998,83.377289,532800
2015-06-30,91.300003,91.300003,89.610001,89.940002,83.229256,1145700
2015-07-01,91.239998,91.830002,89.760002,90.779999,84.006554,717900
2015-07-02,91.089996,91.389999,89.400002,90.320000,83.580894,593100
2015-07-06,89.529999,91.250000,89.529999,91.040001,84.247185,435900
2015-07-07,91.470001,91.610001,89.269997,90.730003,83.960304,1400100
2015-07-08,89.900002,91.089996,87.480003,87.610001,81.073112,1690600
2015-07-09,88.720001,89.470001,88.459999,88.720001,82.100258,1248700
2015-07-10,90.199997,91.349998,89.639999,91.150002,84.348976,522000
2015-07-13,91.739998,92.709999,91.680000,92.519997,85.616745,648400
2015-07-14,92.589996,93.669998,92.269997,93.300003,86.338554,676700
2015-07-15,92.900002,93.860001,92.589996,93.419998,86.449577,692000
2015-07-16,94.000000,94.669998,93.300003,93.919998,86.912285,625400
2015-07-17,94.629997,95.040001,94.000000,94.500000,87.449020,977500
2015-07-20,93.699997,94.000000,92.800003,93.129997,86.181221,1392600
2015-07-21,93.599998,94.400002,93.150002,93.529999,86.551384,1054800
2015-07-22,93.610001,94.940002,93.370003,94.779999,87.708122,1156900
2015-07-23,94.599998,96.279999,93.500000,95.459999,88.337395,2742200
2015-07-24,95.900002,96.089996,92.690002,93.570000,86.588402,1293800
