Date,Open,High,Low,Close,Adj Close,Volume
2015-06-10,68.349998,69.059998,68.080002,68.959999,61.285526,1097600
2015-06-11,69.190002,69.699997,69.059998,69.209999,61.507706,1274300
2015-06-12,68.779999,69.190002,68.610001,68.809998,61.152222,1148900
2015-06-15,68.339996,68.430000,67.370003,67.940002,60.379044,1234500
2015-06-16,68.080002,69.160004,67.949997,69.150002,61.454384,1210300
2015-06-17,69.349998,69.879997,68.610001,68.910004,61.241100,1309400
2015-06-18,68.900002,69.820000,68.769997,69.669998,61.916508,1327500
2015-06-19,69.150002,69.669998,68.889999,68.919998,61.249996,1790300
2015-06-22,69.559998,69.599998,69.070000,69.360001,61.641022,913500
2015-06-23,69.570000,69.730003,68.900002,69.559998,61.818745,1476400
2015-06-24,69.540001,69.570000,68.070000,68.110001,60.530121,1743700
2015-06-25,68.099998,68.440002,66.489998,66.540001,59.134842,2806400
2015-06-26,66.709999,66.779999,65.660004,66.120003,58.761585,2763100
2015-06-29,65.570000,65.940002,63.810001,64.000000,56.877518,3264700
2015-06-30,64.699997,64.919998,63.509998,64.300003,57.144135,4001800
2015-07-01,64.879997,64.980003,63.919998,64.349998,57.188572,2141100
2015-07-02,64.230003,64.690002,64.000000,64.360001,57.197456,1395100
2015-07-06,63.630001,64.129997,63.230000,63.709999,56.619785,2139900
2015-07-07,63.709999,63.930000,62.529999,63.430000,56.370956,3259300
2015-07-08,62.669998,63.160000,61.680000,61.759998,54.886810,2795600
2015-07-09,62.759998,62.889999,61.709999,61.730000,54.860142,2066900
2015-07-10,62.680000,62.840000,62.070000,62.410000,55.464466,1766100
2015-07-13,62.759998,62.959999,62.380001,62.549999,55.588886,1828500
2015-07-14,62.560001,63.259998,62.529999,63.090000,56.068794,2307600
2015-07-15,63.160000,63.240002,62.779999,62.889999,55.891037,2051900
2015-07-16,63.279999,63.580002,62.549999,62.790001,55.802181,1468800
2015-07-17,62.919998,62.959999,62.020000,62.200001,55.277836,2368900
2015-07-20,62.240002,62.610001,61.880001,62.380001,55.437805,1463700
2015-07-21,62.310001,62.930000,62.080002,62.369999,55.428921,1823100
2015-07-22,62.090000,62.680000,61.450001,61.700001,54.833485,6561500
2015-07-23,61.700001,62.090000,60.900002,61.139999,54.335812,3515800
2015-07-24,61.099998,61.480000,60.180000,60.290001,53.580406,3956700
2015-07-27,60.049999,60.570000,59.700001,59.849998,53.189369,2390500
2015-07-28,60.230000,61.070000,59.810001,60.669998,53.918106,2489400
2015-07-29,60.700001,61.119999,60.580002,60.630001,53.882565,2695500
2015-07-30,60.500000,60.849998,60.459999,60.700001,53.944775,4168600
2015-07-31,60.970001,61.279999,60.540001,60.919998,54.140293,2318500
2015-08-03,60.860001,61.160000,60.520000,60.959999,54.175827,1705600
2015-08-04,60.880001,61.330002,60.750000,61.020000,54.229168,2544700
2015-08-05,61.660000,62.750000,61.419998,62.590000,55.624432,2431400
2015-08-06,62.410000,62.619999,61.599998,61.630001,54.771275,2005300
2015-08-07,61.500000,62.049999,61.349998,61.910000,55.020103,1137700
2015-08-10,62.330002,64.070000,62.279999,64.059998,56.930836,2302700
2015-08-11,63.349998,63.619999,62.730000,62.779999,55.793301,2479300
2015-08-12,62.380001,62.689999,61.450001,62.580002,55.615551,1760700
2015-08-13,62.540001,63.090000,61.820000,61.849998,54.966789,1659100
2015-08-14,61.700001,62.599998,61.660000,62.529999,55.571114,1097700
2015-08-17,62.250000,62.709999,61.759998,62.540001,55.579998,1001300
2015-08-18,62.410000,62.610001,62.080002,62.360001,55.420036,1441800
2015-08-19,62.119999,62.900002,61.619999,62.380001,55.437805,1628000
2015-08-20,61.759998,61.980000,60.840000,60.869999,54.095848,2398600
2015-08-21,60.119999,60.669998,58.730000,58.770000,52.229561,2427500
